Date,Energy (kWh),Reactive energy (kVArh),Power (kW),Maximeter (kW),Reactive power (kVAr),Voltage (V),Intensity (A),Power factor (φ)
24 Oct 2019 23:45:00,4.410,0.610,17.384,17.606,-3.455,241.930,86.043,0.833
25 Oct 2019 00:00:00,4.290,0.300,15.841,15.930,-7.242,188.188,81.153,0.808
25 Oct 2019 00:15:00,3.909,0.190,15.751,15.791,-7.157,241.920,81.732,0.792
25 Oct 2019 00:30:00,4.011,0.200,16.183,17.136,-5.944,187.310,83.158,0.828
25 Oct 2019 00:45:00,4.299,0.710,17.735,19.230,-2.811,241.710,89.094,0.829
25 Oct 2019 01:00:00,4.291,0.700,17.141,17.249,-3.501,186.015,86.619,0.883
25 Oct 2019 01:15:00,4.410,0.700,17.308,17.381,-3.304,241.610,86.478,0.831
25 Oct 2019 01:30:00,6.000,0.190,25.179,25.309,-16.407,186.058,140.166,0.851
25 Oct 2019 01:45:00,6.190,0.110,25.057,25.259,-16.423,241.890,140.095,0.821
25 Oct 2019 02:00:00,6.409,0.200,25.031,25.124,-16.177,185.542,140.081,0.852
25 Oct 2019 02:15:00,6.191,0.190,25.173,25.311,-16.398,243.370,139.842,0.812
25 Oct 2019 02:30:00,6.300,0.200,25.021,25.098,-16.498,185.845,140.480,0.850
25 Oct 2019 02:45:00,6.190,0.210,25.304,25.457,-16.567,243.870,140.535,0.816
25 Oct 2019 03:00:00,6.409,0.200,25.224,25.400,-16.204,185.454,139.956,0.855
25 Oct 2019 03:15:00,6.301,0.090,25.372,25.504,-16.234,243.300,140.342,0.812
25 Oct 2019 03:30:00,6.300,0.210,25.133,25.280,-16.548,186.475,140.295,0.850
25 Oct 2019 03:45:00,6.200,0.200,25.293,25.475,-16.297,185.977,140.304,0.854
25 Oct 2019 04:00:00,6.309,0.300,25.601,26.501,-8.999,185.687,140.575,0.862
25 Oct 2019 04:15:00,6.091,2.289,23.261,25.661,2.704,186.214,123.907,0.865
25 Oct 2019 04:30:00,5.310,1.800,20.312,21.422,-3.112,185.446,108.307,0.856
25 Oct 2019 04:45:00,4.900,0.110,19.142,19.421,-10.415,245.070,103.711,0.660
25 Oct 2019 05:00:00,4.680,0.291,18.633,19.418,-7.902,186.259,97.483,0.861
25 Oct 2019 05:15:00,4.299,0.700,17.435,17.549,-3.146,243.790,87.587,0.680
25 Oct 2019 05:30:00,4.311,0.710,17.428,17.578,-3.056,186.501,87.513,0.883
25 Oct 2019 05:45:00,4.400,0.700,17.397,17.527,-3.164,244.190,87.400,0.687
25 Oct 2019 06:00:00,4.400,0.700,17.281,17.460,-3.116,185.541,87.840,0.882
25 Oct 2019 06:15:00,4.510,0.690,17.270,17.435,-3.046,244.730,87.152,0.680
25 Oct 2019 06:30:00,4.690,0.599,16.881,17.503,-4.482,185.979,86.292,0.855
25 Oct 2019 06:45:00,3.810,0.110,15.914,16.002,-7.167,244.050,83.273,0.645
25 Oct 2019 07:00:00,3.990,0.190,16.024,16.124,-7.369,186.009,84.222,0.806
25 Oct 2019 07:15:00,4.210,0.401,17.872,21.549,-6.654,243.970,92.344,0.655
25 Oct 2019 07:30:00,7.580,0.909,31.668,33.104,-3.833,185.533,151.731,0.902
25 Oct 2019 07:45:00,7.720,0.590,30.795,31.442,-4.477,245.120,146.539,0.698
25 Oct 2019 08:00:00,7.800,0.511,32.180,37.225,-6.881,187.119,156.004,0.938
25 Oct 2019 08:15:00,9.200,0.100,37.118,37.275,-12.050,245.010,183.029,0.715
25 Oct 2019 08:30:00,9.289,0.000,37.070,37.216,-12.218,186.793,185.133,0.952
25 Oct 2019 08:45:00,4.011,0.000,10.274,10.366,-3.145,185.708,60.493,0.989
25 Oct 2019 09:00:00,2.600,0.000,10.421,10.531,-3.188,186.407,60.973,0.989
25 Oct 2019 09:15:00,2.500,0.000,10.256,10.342,-7.015,186.303,60.333,0.955
25 Oct 2019 09:30:00,2.600,0.000,10.273,10.314,-4.979,186.172,60.352,0.972
25 Oct 2019 09:45:00,2.600,0.000,10.266,10.433,-5.224,185.050,60.719,0.970
25 Oct 2019 10:00:00,2.599,0.000,10.263,10.311,-4.730,0.000,59.318,0.988
25 Oct 2019 10:15:00,2.500,0.000,10.321,10.325,-8.005,0.000,58.285,0.974
25 Oct 2019 10:30:00,2.601,0.099,10.928,12.127,-2.661,0.000,60.505,0.974
25 Oct 2019 10:45:00,2.700,1.901,10.166,11.533,7.385,0.000,55.638,0.976
25 Oct 2019 11:00:00,2.100,1.500,7.509,9.546,2.817,0.000,41.952,0.972
25 Oct 2019 11:15:00,1.200,0.000,5.094,6.343,-4.860,0.000,31.071,0.965
25 Oct 2019 11:30:00,1.200,0.000,4.639,4.667,-4.410,0.000,28.193,0.966
25 Oct 2019 11:45:00,0.900,0.300,3.845,4.502,0.576,0.000,22.766,0.969
25 Oct 2019 12:00:00,0.900,0.799,3.569,3.634,2.939,0.000,20.425,0.972
25 Oct 2019 12:15:00,0.899,0.701,3.536,3.560,2.908,0.000,20.145,0.972
25 Oct 2019 12:30:00,0.901,0.700,3.479,3.513,2.759,0.000,19.685,0.972
25 Oct 2019 12:45:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
25 Oct 2019 13:00:00,1.599,1.300,3.001,3.349,2.219,0.000,16.529,0.976
25 Oct 2019 13:15:00,0.701,0.500,2.690,2.717,1.815,0.000,14.272,0.979
25 Oct 2019 13:30:00,0.700,0.500,2.701,2.716,1.841,0.000,14.513,0.978
25 Oct 2019 13:45:00,0.800,0.200,2.169,2.689,-1.477,0.000,16.805,0.954
25 Oct 2019 14:00:00,0.400,0.000,1.230,1.277,-2.040,0.000,10.505,0.940
25 Oct 2019 14:15:00,0.200,0.000,1.178,1.193,-2.284,0.000,11.292,0.932
25 Oct 2019 14:30:00,0.800,0.500,2.779,4.466,1.164,0.000,17.284,0.959
25 Oct 2019 14:45:00,0.600,0.500,2.686,2.723,2.344,0.000,15.698,0.969
25 Oct 2019 15:00:00,0.700,0.599,4.112,7.052,0.866,0.000,23.919,0.979
25 Oct 2019 15:15:00,2.599,0.100,10.575,10.644,-2.933,0.000,61.126,0.995
25 Oct 2019 15:30:00,2.601,0.101,10.556,10.654,-2.939,0.000,60.765,0.995
25 Oct 2019 15:45:00,2.700,0.100,10.471,10.491,-2.949,0.000,60.999,0.987
25 Oct 2019 16:00:00,2.600,0.199,10.659,10.699,-3.218,0.000,61.332,0.987
25 Oct 2019 16:15:00,2.700,0.201,10.501,10.588,-7.218,0.000,62.226,0.978
25 Oct 2019 16:30:00,2.600,0.000,10.647,10.802,-3.550,0.000,64.166,0.984
25 Oct 2019 16:45:00,2.700,0.100,10.790,10.902,-3.434,0.000,65.386,0.994
25 Oct 2019 17:00:00,2.700,0.100,11.272,12.310,0.640,0.000,64.978,0.987
25 Oct 2019 17:15:00,3.100,2.300,12.230,12.305,9.086,0.000,67.066,0.975
25 Oct 2019 17:30:00,3.000,2.399,11.740,12.414,3.117,0.000,67.420,0.970
25 Oct 2019 17:45:00,2.500,0.000,10.091,10.535,-10.227,0.000,63.117,0.963
25 Oct 2019 18:00:00,1.900,0.000,7.282,8.613,-7.986,0.000,47.460,0.959
25 Oct 2019 18:15:00,1.300,0.000,4.606,4.666,-5.685,0.000,32.126,0.954
25 Oct 2019 18:30:00,1.099,0.000,4.369,4.516,-5.384,0.000,30.572,0.954
25 Oct 2019 18:45:00,1.101,0.000,4.480,4.552,-5.359,0.000,30.613,0.955
25 Oct 2019 19:00:00,1.100,0.000,3.850,4.598,-2.892,0.000,25.573,0.960
25 Oct 2019 19:15:00,0.700,0.500,2.667,2.713,2.168,0.000,15.379,0.972
25 Oct 2019 19:30:00,4.500,0.691,22.448,32.172,-1.798,123.725,107.337,0.956
25 Oct 2019 19:45:00,7.900,0.710,31.575,31.912,-4.228,0.000,150.362,0.951
25 Oct 2019 20:00:00,7.789,0.700,31.255,31.506,-4.517,124.040,148.245,0.856
25 Oct 2019 20:15:00,7.811,0.700,30.969,31.072,-4.451,0.000,147.463,0.951
25 Oct 2019 20:30:00,7.680,0.690,31.064,31.218,-4.574,124.035,146.917,0.855
25 Oct 2019 20:45:00,7.619,0.700,30.675,30.819,-4.996,0.000,145.742,0.952
25 Oct 2019 21:00:00,7.691,0.609,32.221,34.847,-7.758,123.965,155.292,0.708
25 Oct 2019 21:15:00,7.800,0.200,29.418,29.643,-8.484,123.835,141.941,0.836
25 Oct 2019 21:30:00,7.390,0.200,29.475,29.559,-8.587,0.000,141.723,0.914
25 Oct 2019 21:45:00,7.320,0.291,29.761,30.605,-7.270,123.780,141.149,0.842
25 Oct 2019 22:00:00,7.890,0.710,31.128,32.495,-4.184,0.000,148.386,0.951
25 Oct 2019 22:15:00,7.510,0.600,30.788,30.944,-4.421,123.505,145.763,0.861
25 Oct 2019 22:30:00,7.690,0.690,30.205,30.677,-5.814,0.000,144.259,0.945
25 Oct 2019 22:45:00,9.699,0.200,38.826,39.084,-17.764,123.350,200.524,0.854
25 Oct 2019 23:00:00,9.601,0.210,38.628,38.802,-17.685,0.000,201.336,0.936
25 Oct 2019 23:15:00,9.400,0.200,35.601,39.379,-17.450,123.315,185.431,0.851
25 Oct 2019 23:30:00,6.190,0.300,25.597,26.880,-8.237,0.000,140.669,0.928
25 Oct 2019 23:45:00,6.809,2.989,26.676,26.909,6.508,123.280,145.445,0.850
26 Oct 2019 00:00:00,6.490,3.001,26.140,26.839,-1.353,0.000,144.674,0.928
26 Oct 2019 00:15:00,6.311,0.110,25.153,25.262,-15.806,123.210,138.628,0.849
26 Oct 2019 00:30:00,6.290,0.190,25.087,25.182,-15.524,0.000,138.088,0.928
26 Oct 2019 00:45:00,6.310,0.200,25.224,25.329,-15.517,123.045,137.803,0.849
26 Oct 2019 01:00:00,6.300,0.210,25.254,25.394,-15.479,0.000,138.130,0.928
26 Oct 2019 01:15:00,5.700,0.200,22.715,23.890,-13.450,123.200,123.671,0.847
26 Oct 2019 01:30:00,5.300,0.200,20.147,21.572,-11.598,0.000,110.370,0.918
26 Oct 2019 01:45:00,4.909,0.190,19.417,20.113,-11.046,122.765,105.276,0.848
26 Oct 2019 02:00:00,4.591,0.200,19.076,19.148,-10.736,0.000,103.539,0.919
26 Oct 2019 02:15:00,4.810,0.210,19.084,19.210,-10.547,122.865,103.329,0.849
26 Oct 2019 02:30:00,4.790,0.200,18.348,19.267,-8.216,0.000,97.500,0.925
26 Oct 2019 02:45:00,4.210,0.490,17.273,17.475,-3.107,123.100,87.096,0.855
26 Oct 2019 03:00:00,4.400,0.710,17.285,17.479,-3.371,0.000,86.987,0.941
26 Oct 2019 03:15:00,4.290,0.700,17.425,17.531,-3.064,123.310,86.874,0.855
26 Oct 2019 03:30:00,4.200,0.700,17.255,17.325,-3.174,0.000,86.893,0.942
26 Oct 2019 03:45:00,4.400,0.690,17.172,17.286,-3.269,123.235,86.883,0.710
26 Oct 2019 04:00:00,4.300,0.700,17.192,17.315,-3.214,0.000,86.618,0.940
26 Oct 2019 04:15:00,4.290,0.710,17.215,17.356,-3.237,123.165,86.313,0.710
26 Oct 2019 04:30:00,4.199,0.700,16.859,17.380,-4.426,0.000,85.468,0.929
26 Oct 2019 04:45:00,4.421,0.200,15.786,15.898,-7.245,122.915,82.775,0.690
26 Oct 2019 05:00:00,3.889,0.100,15.806,15.954,-7.267,0.000,82.778,0.903
26 Oct 2019 05:15:00,4.001,0.200,16.123,16.940,-5.848,123.145,83.778,0.696
26 Oct 2019 05:30:00,4.510,0.899,18.372,19.146,-2.240,0.000,93.068,0.941
26 Oct 2019 05:45:00,4.390,0.690,17.376,17.446,-2.996,123.105,87.071,0.710
26 Oct 2019 06:00:00,4.309,0.700,18.048,19.380,-2.705,0.000,89.699,0.942
26 Oct 2019 06:15:00,6.690,3.011,26.925,27.008,6.818,123.210,147.546,0.705
26 Oct 2019 06:30:00,6.610,2.999,26.438,27.156,-1.378,0.000,144.769,0.928
26 Oct 2019 06:45:00,6.391,0.200,25.301,25.466,-16.540,123.240,141.196,0.702
26 Oct 2019 07:00:00,6.300,0.190,25.086,25.171,-16.854,0.000,141.608,0.923
26 Oct 2019 07:15:00,6.399,0.110,27.714,32.570,-17.189,123.285,152.217,0.704
26 Oct 2019 07:30:00,9.601,0.200,39.116,39.261,-17.831,0.000,201.955,0.937
26 Oct 2019 07:45:00,9.800,0.290,39.129,39.257,-17.982,123.095,203.012,0.709
26 Oct 2019 08:00:00,9.809,0.200,38.964,39.152,-18.133,0.000,202.889,0.937
26 Oct 2019 08:15:00,9.801,0.210,39.182,39.342,-17.867,123.115,203.223,0.709
26 Oct 2019 08:30:00,9.480,0.090,38.555,39.250,-18.218,0.000,199.539,0.942
26 Oct 2019 08:45:00,3.910,0.000,7.742,9.453,-8.565,0.000,50.705,0.959
26 Oct 2019 09:00:00,1.500,0.000,4.971,5.770,-5.805,0.000,33.038,0.956
26 Oct 2019 09:15:00,1.100,0.000,4.457,4.495,-5.367,0.000,30.685,0.955
26 Oct 2019 09:30:00,1.200,0.000,4.480,4.583,-5.329,0.000,30.880,0.955
26 Oct 2019 09:45:00,1.100,0.000,4.571,4.621,-5.396,0.000,31.011,0.955
26 Oct 2019 10:00:00,1.100,0.000,3.748,4.535,-4.942,0.000,29.532,0.949
26 Oct 2019 10:15:00,0.699,0.500,2.729,2.938,1.987,0.000,14.679,0.976
26 Oct 2019 10:30:00,0.701,0.500,2.750,2.798,2.013,0.000,15.425,0.976
26 Oct 2019 10:45:00,0.700,0.500,2.837,2.862,2.007,0.000,15.238,0.977
26 Oct 2019 11:00:00,0.700,0.500,2.636,2.682,1.813,0.000,14.326,0.978
26 Oct 2019 11:15:00,0.600,0.500,2.771,2.853,1.985,0.000,14.826,0.977
26 Oct 2019 11:30:00,0.700,0.400,2.713,2.770,1.937,0.000,14.366,0.977
26 Oct 2019 11:45:00,0.700,0.500,2.605,2.679,1.913,0.000,13.859,0.975
26 Oct 2019 12:00:00,0.600,0.500,2.484,2.499,1.782,0.000,13.438,0.977
26 Oct 2019 12:15:00,0.600,0.000,1.024,1.027,-1.866,0.000,9.479,0.935
26 Oct 2019 12:30:00,0.300,0.000,1.575,2.642,-0.599,0.000,10.819,0.950
26 Oct 2019 12:45:00,0.700,0.500,3.045,3.873,2.272,0.000,16.664,0.975
26 Oct 2019 13:00:00,1.199,0.901,4.679,5.796,3.629,0.000,26.166,0.974
26 Oct 2019 13:15:00,0.601,0.500,2.541,2.588,1.766,0.000,13.592,0.977
26 Oct 2019 13:30:00,0.600,0.400,2.557,2.582,1.794,0.000,13.700,0.977
26 Oct 2019 13:45:00,2.500,0.000,10.494,10.507,-10.885,0.000,66.386,0.962
26 Oct 2019 14:00:00,2.600,0.000,10.344,10.433,-10.751,0.000,65.872,0.962
26 Oct 2019 14:15:00,2.600,0.000,10.366,10.476,-10.756,0.000,66.018,0.962
26 Oct 2019 14:30:00,2.599,0.000,10.414,10.446,-10.738,0.000,65.886,0.962
26 Oct 2019 14:45:00,2.601,0.000,10.465,10.538,-10.546,0.000,65.300,0.963
26 Oct 2019 15:00:00,2.600,0.000,10.380,10.416,-10.608,0.000,65.546,0.962
26 Oct 2019 15:15:00,2.600,0.000,10.425,10.490,-10.693,0.000,65.913,0.962
26 Oct 2019 15:30:00,2.699,0.000,10.472,10.584,-10.761,0.000,65.945,0.962
26 Oct 2019 15:45:00,2.601,0.000,10.494,10.549,-10.781,0.000,66.412,0.962
26 Oct 2019 16:00:00,2.600,0.000,10.464,10.667,-10.750,0.000,65.666,0.962
26 Oct 2019 16:15:00,2.200,0.000,8.701,9.716,-9.383,0.000,56.306,0.960
26 Oct 2019 16:30:00,1.500,0.000,5.251,5.733,-6.100,0.000,35.099,0.956
26 Oct 2019 16:45:00,1.200,0.000,4.348,4.453,-5.306,0.000,30.252,0.954
26 Oct 2019 17:00:00,1.100,0.000,4.451,4.479,-5.379,0.000,30.565,0.955
26 Oct 2019 17:15:00,1.100,0.000,4.437,4.506,-5.392,0.000,31.060,0.955
26 Oct 2019 17:30:00,1.199,0.000,4.472,4.586,-5.416,0.000,30.686,0.955
26 Oct 2019 17:45:00,0.601,0.500,2.495,2.598,1.795,0.000,13.760,0.976
26 Oct 2019 18:00:00,0.600,0.400,2.620,2.656,1.774,0.000,13.985,0.979
26 Oct 2019 18:15:00,0.700,0.500,2.593,2.648,1.834,0.000,13.886,0.977
26 Oct 2019 18:30:00,0.599,0.399,2.568,2.682,1.740,0.000,13.645,0.978
26 Oct 2019 18:45:00,0.701,0.500,2.582,2.667,1.826,0.000,13.572,0.977
26 Oct 2019 19:00:00,0.600,0.400,3.059,4.082,2.157,0.000,16.485,0.977
26 Oct 2019 19:15:00,1.100,0.801,4.113,4.142,2.917,0.000,22.211,0.977
26 Oct 2019 19:30:00,5.400,0.899,23.365,33.285,-0.972,123.915,113.210,0.947
26 Oct 2019 19:45:00,7.709,0.210,29.714,29.871,-8.066,124.215,144.436,0.836
26 Oct 2019 20:00:00,7.381,0.200,29.552,29.711,-8.420,0.000,143.698,0.913
26 Oct 2019 20:15:00,7.410,0.200,29.972,30.901,-7.325,124.370,142.712,0.841
26 Oct 2019 20:30:00,7.810,0.790,32.048,32.889,-3.769,0.000,151.954,0.948
26 Oct 2019 20:45:00,7.789,0.610,30.863,31.044,-4.930,124.275,145.153,0.862
26 Oct 2019 21:00:00,7.711,0.700,30.814,30.870,-4.902,0.000,145.041,0.954
26 Oct 2019 21:15:00,9.580,0.190,38.883,39.036,-17.563,124.315,198.101,0.854
26 Oct 2019 21:30:00,9.520,0.200,38.748,38.852,-17.488,0.000,197.848,0.937
26 Oct 2019 21:45:00,9.690,0.210,38.737,38.911,-17.174,124.215,197.844,0.854
26 Oct 2019 22:00:00,9.700,0.200,38.744,38.803,-17.225,0.000,198.037,0.940
26 Oct 2019 22:15:00,9.700,0.200,38.823,38.977,-17.186,124.405,197.977,0.854
26 Oct 2019 22:30:00,9.710,0.190,38.684,38.936,-17.740,0.000,200.414,0.936
26 Oct 2019 22:45:00,9.600,0.110,38.961,39.072,-18.258,124.270,202.142,0.853
26 Oct 2019 23:00:00,9.699,0.200,38.656,38.748,-17.514,0.000,200.162,0.937
26 Oct 2019 23:15:00,9.191,0.190,34.927,39.024,-16.776,124.090,181.881,0.853
26 Oct 2019 23:30:00,6.300,0.200,24.963,25.300,-15.861,0.000,137.959,0.926
26 Oct 2019 23:45:00,5.810,0.210,23.074,24.092,-14.493,123.765,127.242,0.846
27 Oct 2019 00:00:00,5.089,0.200,19.968,21.178,-11.905,0.000,109.701,0.918
27 Oct 2019 00:15:00,4.901,0.200,19.115,19.266,-10.866,123.780,103.564,0.844
27 Oct 2019 00:30:00,4.810,0.100,19.030,19.289,-10.805,0.000,103.703,0.918
27 Oct 2019 00:45:00,4.700,0.200,19.088,19.288,-10.986,123.625,103.818,0.843
27 Oct 2019 01:00:00,4.789,0.200,19.172,19.445,-10.884,0.000,104.181,0.918
27 Oct 2019 01:15:00,4.411,0.590,17.381,17.548,-3.284,123.535,86.262,0.856
27 Oct 2019 01:30:00,4.290,0.700,17.671,18.816,-2.896,0.000,89.237,0.940
27 Oct 2019 01:45:00,4.610,0.911,19.079,19.192,-2.340,123.635,95.446,0.856
27 Oct 2019 02:00:00,4.680,0.900,18.152,18.868,-2.477,0.000,91.545,0.943
27 Oct 2019 02:15:00,4.320,0.700,17.295,17.470,-3.449,123.355,86.253,0.855
27 Oct 2019 02:30:00,4.380,0.590,17.215,17.269,-3.250,0.000,86.483,0.942
27 Oct 2019 02:45:00,4.210,0.610,17.301,17.402,-3.263,123.450,86.378,0.856
27 Oct 2019 02:00:00,4.400,0.600,17.117,17.213,-3.286,0.000,86.531,0.943
27 Oct 2019 02:15:00,4.410,0.290,15.730,15.865,-6.872,123.275,81.581,0.836
27 Oct 2019 02:30:00,3.789,0.200,15.775,15.846,-7.043,0.000,81.971,0.903
27 Oct 2019 02:45:00,4.011,0.210,16.037,16.922,-5.730,123.625,83.312,0.696
27 Oct 2019 03:00:00,4.400,0.800,17.641,19.127,-2.876,0.000,90.012,0.937
27 Oct 2019 03:15:00,4.300,0.700,17.246,17.375,-3.278,123.430,86.617,0.711
27 Oct 2019 03:30:00,4.389,0.600,17.219,17.319,-3.366,0.000,86.699,0.942
27 Oct 2019 03:45:00,6.001,0.200,25.384,25.530,-16.635,123.135,142.043,0.703
27 Oct 2019 04:00:00,6.309,0.200,25.254,25.376,-16.800,0.000,142.269,0.925
27 Oct 2019 04:15:00,6.281,0.190,25.311,25.408,-16.616,123.190,141.223,0.703
27 Oct 2019 04:30:00,6.410,0.200,25.419,25.483,-16.564,0.000,141.951,0.926
27 Oct 2019 04:45:00,6.389,0.210,25.370,25.483,-16.828,123.125,142.186,0.702
27 Oct 2019 05:00:00,6.211,0.200,25.325,25.414,-16.715,0.000,143.007,0.925
27 Oct 2019 05:15:00,6.400,0.090,25.292,25.466,-16.866,0.000,143.336,0.921
27 Oct 2019 05:30:00,6.299,0.210,25.319,25.488,-16.856,0.000,143.039,0.923
27 Oct 2019 05:45:00,6.401,0.200,25.233,25.374,-17.126,123.160,143.359,0.702
27 Oct 2019 06:00:00,6.310,0.200,25.032,25.575,-16.713,0.000,141.729,0.923
27 Oct 2019 06:15:00,6.079,0.190,26.075,34.590,-14.476,123.080,140.180,0.703
27 Oct 2019 06:30:00,8.620,0.200,34.280,35.629,-13.214,0.000,173.333,0.933
27 Oct 2019 06:45:00,8.291,0.310,32.742,32.886,-11.767,122.905,162.986,0.706
27 Oct 2019 07:00:00,8.100,0.299,33.272,34.487,-8.289,0.000,164.635,0.937
27 Oct 2019 07:15:00,8.500,1.601,34.286,34.473,-1.158,123.020,167.917,0.711
27 Oct 2019 07:30:00,8.610,1.400,33.340,34.531,-4.830,0.000,163.543,0.943
27 Oct 2019 07:45:00,2.999,0.399,11.503,29.313,-0.446,0.000,55.808,0.973
27 Oct 2019 08:00:00,0.701,0.400,2.711,2.760,1.863,0.000,14.398,0.978
27 Oct 2019 08:15:00,0.700,0.500,2.743,2.797,1.892,0.000,14.499,0.978
27 Oct 2019 08:30:00,0.599,0.500,2.683,2.722,1.785,0.000,14.111,0.979
27 Oct 2019 08:45:00,0.701,0.401,2.675,2.707,1.865,0.000,14.252,0.977
27 Oct 2019 09:00:00,0.700,0.500,2.668,2.728,1.825,0.000,14.018,0.978
27 Oct 2019 09:15:00,0.599,0.400,2.712,2.737,1.877,0.000,14.672,0.977
27 Oct 2019 09:30:00,0.701,0.500,2.718,2.860,1.853,0.000,14.239,0.978
27 Oct 2019 09:45:00,0.700,0.100,2.144,4.290,-3.649,0.000,21.174,0.938
27 Oct 2019 10:00:00,0.300,0.000,1.061,1.112,-1.833,0.000,9.352,0.938
27 Oct 2019 10:15:00,0.299,0.000,1.059,1.117,-1.865,0.000,9.665,0.937
27 Oct 2019 10:30:00,0.701,0.500,3.049,4.354,2.335,0.000,16.899,0.974
27 Oct 2019 10:45:00,0.700,0.500,2.603,2.720,1.829,0.000,14.111,0.977
27 Oct 2019 11:00:00,0.700,0.500,2.558,2.634,1.809,0.000,14.071,0.977
27 Oct 2019 11:15:00,2.100,0.099,10.739,10.871,-11.735,0.000,70.139,0.960
27 Oct 2019 11:30:00,2.700,0.000,10.544,10.621,-11.391,0.000,68.532,0.960
27 Oct 2019 11:45:00,2.599,0.000,10.523,10.568,-11.381,0.000,68.213,0.960
27 Oct 2019 12:00:00,2.601,0.000,10.442,10.499,-11.511,0.000,68.618,0.959
27 Oct 2019 12:15:00,2.600,0.000,10.325,10.415,-11.376,0.000,67.852,0.959
27 Oct 2019 12:30:00,2.600,0.000,10.248,10.317,-10.744,0.000,65.425,0.962
27 Oct 2019 12:45:00,2.600,0.000,10.393,10.490,-10.720,0.000,65.672,0.962
27 Oct 2019 13:00:00,2.599,0.000,10.277,10.350,-10.794,0.000,65.519,0.961
27 Oct 2019 13:15:00,2.601,0.000,10.345,10.359,-10.764,0.000,65.599,0.962
27 Oct 2019 13:30:00,2.600,0.000,10.375,10.477,-10.828,0.000,65.693,0.961
27 Oct 2019 13:45:00,2.400,0.000,8.657,9.727,-9.454,0.000,56.506,0.960
27 Oct 2019 14:00:00,1.700,0.000,6.506,9.710,-7.342,0.000,43.039,0.957
27 Oct 2019 14:15:00,1.199,0.000,4.468,4.700,-5.628,0.000,31.813,0.953
27 Oct 2019 14:30:00,1.101,0.000,4.363,4.441,-5.351,0.000,30.106,0.954
27 Oct 2019 14:45:00,1.100,0.000,4.379,4.530,-5.288,0.000,30.053,0.955
27 Oct 2019 15:00:00,1.100,0.000,4.356,4.410,-5.340,0.000,30.199,0.954
27 Oct 2019 15:15:00,0.699,0.301,2.469,2.528,1.725,0.000,13.273,0.978
27 Oct 2019 15:30:00,0.601,0.500,2.528,2.543,1.735,0.000,13.457,0.978
27 Oct 2019 15:45:00,0.700,0.400,2.625,2.675,1.810,0.000,14.006,0.978
27 Oct 2019 16:00:00,0.600,0.500,2.535,2.599,1.746,0.000,13.551,0.978
27 Oct 2019 16:15:00,0.700,0.399,2.539,2.586,1.747,0.000,13.591,0.978
27 Oct 2019 16:30:00,0.600,0.400,2.478,2.492,1.822,0.000,13.431,0.976
27 Oct 2019 16:45:00,0.600,0.500,2.395,2.476,1.789,0.000,13.204,0.975
27 Oct 2019 17:00:00,0.600,0.401,2.416,2.432,1.656,0.000,12.999,0.978
27 Oct 2019 17:15:00,0.700,0.099,4.230,10.807,-4.899,0.000,28.459,0.943
27 Oct 2019 17:30:00,0.300,0.000,0.961,0.991,-1.810,0.000,9.006,0.934
27 Oct 2019 17:45:00,0.200,0.000,0.967,0.984,-1.868,0.000,9.187,0.933
27 Oct 2019 18:00:00,0.600,0.500,2.946,4.356,2.260,0.000,16.172,0.973
27 Oct 2019 18:15:00,0.799,0.500,2.447,2.516,1.721,0.000,13.226,0.977
27 Oct 2019 18:30:00,5.501,0.700,31.736,32.123,-4.098,123.630,150.462,0.948
27 Oct 2019 18:45:00,9.179,0.300,36.336,39.513,-14.965,0.000,184.557,0.933
27 Oct 2019 19:00:00,9.711,0.190,39.293,39.440,-18.447,124.035,203.232,0.852
27 Oct 2019 19:15:00,9.700,0.200,38.977,39.157,-18.207,0.000,203.269,0.933
27 Oct 2019 19:30:00,9.700,0.210,39.095,39.317,-18.392,123.765,202.840,0.851
27 Oct 2019 19:45:00,9.889,0.200,39.028,39.195,-18.226,0.000,202.753,0.935
27 Oct 2019 20:00:00,9.711,0.090,39.025,39.144,-18.192,123.605,202.368,0.703
27 Oct 2019 20:15:00,9.700,0.210,38.991,39.227,-18.313,0.000,203.105,0.935
27 Oct 2019 20:30:00,9.900,0.200,38.858,39.031,-18.400,123.365,202.598,0.702
27 Oct 2019 20:45:00,9.599,0.200,39.021,39.240,-18.239,0.000,202.377,0.935
27 Oct 2019 21:00:00,9.811,0.190,39.126,39.340,-18.108,122.950,202.123,0.708
27 Oct 2019 21:15:00,9.590,0.200,38.159,38.766,-17.508,0.000,198.637,0.933
27 Oct 2019 21:30:00,8.899,0.210,35.720,37.985,-14.779,122.365,181.042,0.707
27 Oct 2019 21:45:00,8.511,0.200,33.540,34.940,-12.318,0.000,166.945,0.932
27 Oct 2019 22:00:00,6.200,0.200,23.063,31.413,-10.820,121.715,121.458,0.702
27 Oct 2019 22:15:00,4.789,0.100,19.016,19.180,-10.542,0.000,103.698,0.919
27 Oct 2019 22:30:00,4.801,0.200,19.227,19.367,-10.697,121.395,103.419,0.699
27 Oct 2019 22:45:00,4.500,0.501,17.130,17.372,-3.631,0.000,86.951,0.944
27 Oct 2019 23:00:00,4.400,0.590,17.349,17.429,-3.550,121.015,86.943,0.716
27 Oct 2019 23:15:00,3.999,0.499,17.395,17.428,-3.470,0.000,86.635,0.943
